#N 64 1
#X    7.4152   0.00000000    0.00000000
#Y    0.00000000    7.4152   0.00000000
#Z    0.00000000    0.00000000    7.4152
#E  -0.45906811046875001
#F
0 5.052821516 0.351505762 2.981983113 -0.00618484 0.00273686 -0.013811395
0 5.110786494 4.499439449 5.030356013 0.00368931 -0.029590325 -0.01793765
0 1.85115992 5.017234688 1.795854072 0.008888485 0.00402179 -0.013736885
0 3.97267113 4.932761748 2.209704221 0.00406263 0.02138416 -0.008515345
0 3.178930752 1.262131919 2.563238975 0.003580765 0.013841225 -0.010577205
0 4.908096325 5.86900285 0.046567005 -0.054511195 -0.00223505 0.02182484
0 5.762409509 1.997293172 2.075213533 -0.021069055 0.00825122 0.002505745
0 5.719741632 5.605639017 2.5236788 -0.027861885 0.030543505 0.036945065
0 5.713822305 3.757133139 3.004805132 -0.01098838 -0.03492402 0.0729876
0 6.08684082 5.675552616 6.568301626 0.020378275 -0.04382765 -0.010659245
0 3.720262528 1.199519218 7.213845845 -0.057972495 0.01014917 -0.004185265
0 6.920637461 0.494901084 2.25382306 -0.021353645 -0.00809204 -0.002110255
0 5.822318141 6.291675787 4.177594942 0.020387295 -0.014627095 -0.01484573
0 5.145790925 3.269560364 6.865326437 0.00513462 -0.003765435 -0.0137881
0 2.390829691 2.553676064 1.406947101 0.01910125 0.011070935 0.001968735
0 5.297779045 4.268835685 1.00641643 -0.052426015 -0.003713525 -0.044088605
0 6.839318614 4.028717296 7.013593039 0.00952608 -0.006290475 0.02069121
0 1.130613143 3.764711646 6.063369488 -0.00260343 0.012493525 0.01911292
0 6.480075287 4.074639945 1.698483658 0.094113275 -0.020881555 -0.01751078
0 0.524578993 4.930114092 2.608581367 0.00352613 -0.00695781 0.012769145
0 3.611170962 5.490359096 4.972538943 -0.01281026 -0.015093255 0.003353815
0 0.2401389 5.812520286 7.392352762 0.00606501 -0.01995638 0.039343285
0 7.124060397 6.20167399 1.705408689 -0.004271505 0.018477595 -0.025244845
0 0.146136673 6.451850646 3.657025352 0.00622885 0.011176045 0.025273125
0 4.070827226 6.939775197 4.001581967 -0.018098435 0.00343415 0.020839955
0 3.786493902 2.2517643 4.84750549 0.03858985 -0.032283485 -0.05390402
0 0.131288161 0.265074796 7.229367365 0.00981029 0.0417894 0.03167776
0 5.551319952 1.258293921 4.139797864 0.01341939 0.024010255 0.008053445
0 6.995677629 4.837972836 5.165602156 -0.010287515 -0.015270485 -0.036615415
0 5.942047074 0.735861848 6.71224704 0.063787505 -0.017160105 0.013136915
0 4.775922217 0.888830271 6.018928456 -0.05409717 -0.00223291 -0.074139385
0 6.469456066 1.989069216 0.059873175 0.03363098 0.016220885 0.015167275
0 7.315107548 0.909755851 4.332147926 -0.019553455 -0.01551802 0.01607853
0 1.571442709 6.107362125 6.044230483 0.00606343 -0.01954063 -0.025587445
0 7.272798917 3.355526266 3.805659226 -0.0307302 -0.00299713 0.00862899
